nombre imagen,categoria,altura_px de botella,fin de la tapa,fin del cuello,fin del cuerpo,% tapa,% cuello,% cuerpo,% base,
_MG_5869_crop_BinG,ACEITE,3773,357.5616,1217.3165,2314.1067,9.476851,9.476851,29.069447,38.666668,
